participant,Finished,cluster,question,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14
66,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 2],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,TRUE,1,During March 2021 ERIM launched an ORCID campaign. Did you participate in it and got your own ORCID iD?,"No, I did not participate and I do not have an ORCID iD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,TRUE,7,The following are possible barriers to the uptake of open science practices. Please place a tick beside any statement that you agree is a barrier in your field.,Lack of information about open science practices,Lack of training required to implement open science practices,Lack of time to learn open science practices,"Lack of expertise to engage in open science practices (e.g., assignment of metadata)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,TRUE,1,Are you sharing your knowledge about open science practices with others?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,TRUE,9,Do you expect that ERIM supports you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,TRUE,9,Which of the following open science practices would you like ERIM to provide information or support for?,Preregistration,Open Materials and/or Code,Open Data,Pre-publication archiving,Open access publishing,Open access archiving in a repository,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,0,Which faculty are you from?,Rotterdam School of Management (RSM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,0,Which department are you affiliated to? [RSM],Technology & operation management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,0,Which department are you affiliated to? [ESE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,0,What is your position?,PhD student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,0,Are you member of any research institute affiliated with RSM or ESE?,ERIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,1,What is your experience with open science practices?,"I am aware, but have not used open science practices in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,2,"In your opinion, how important for your field is it that researchers preregister their studies?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,2,What is your experience with study preregistration?,"I have some experience with study preregistration, but do not use it regularly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,2,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would apply to you?,I need to look at my data before I can decide how to best analyse it,Preregistration might lead to other people taking my research idea and implementing my plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,3,"In your opinion, how important for your field is it that materials and/or code are openly available?",Very important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,3,What is your experience with using open materials and/or code?,"I am aware of open materials and/or code, but have not used it in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,3,What is your experience with sharing open materials and/or code?,"I am aware of open materials and/or code, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,3,The following are possible concerns that researchers could have about making their materials and/or code openly available. Which of these concerns would apply to you?,Others might find it difficult to understand my materials and/or code,There could be issues related to intellectual property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,4,"In your opinion, how important for your field is it that data from published research are openly available?",Very important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,4,What is your experience with using open data?,"I am aware of open data, but have not used this in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,4,What is your experience with sharing open data?,"I am aware of open data, but have not shared my data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,4,The following are possible concerns that researchers could have about making their data openly available. Which of these concerns would apply to you?,There could be issues related to ethics,There could be issues related to privacy,I might not receive appropriate credit for my data collection,Other researchers could use my data for another study that I intended to conduct in the future,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,5,"In your opinion, how important is pre-publication archiving for your field?",Slightly important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,5,What is your experience with pre-publication archiving?,I am aware of pre-publication archiving but have not used it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,5,The following are possible concerns that researchers could have about uploading a manuscript to a pre-publication archive before submitting it for peer review. Which of these concerns would apply to you?,Some journals might not publish findings that are uploaded to a pre-publication archive,Other people might copy my research and publish it before I do,Non-peer-reviewed findings might add noise to the literature,"Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,6,Approximately what proportion of your publications from the last 5 years are open access?,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,6,Many open access journals charge a fee for processing the article for publication. How have you managed payment of these fees?,My open access publications did not involve fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Open Science Framework],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [GitHub],I use this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR data repository/Figshare],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [4TU Center for Research Data],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR SurfDrive],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR Dropbox (not personal)],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [FAIR data principles],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR RePub],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Zenodo],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 2],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,1,During March 2021 ERIM launched an ORCID campaign. Did you participate in it and got your own ORCID iD?,"Yes, I participated and got an ORCID iD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,7,The following are possible barriers to the uptake of open science practices. Please place a tick beside any statement that you agree is a barrier in your field.,Lack of mandates from funders,institutions or other regulators,Lack of information about open science practices,Lack of research funding to support open science practices,Lack of time to engage in open science practices,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,1,Are you sharing your knowledge about open science practices with others?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,9,Do you expect that ERIM supports you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,TRUE,9,Which of the following open science practices would you like ERIM to provide information or support for?,Open Materials and/or Code,Open Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,0,Which faculty are you from?,Rotterdam School of Management (RSM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,0,Which department are you affiliated to? [RSM],Business-society management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,0,Which department are you affiliated to? [ESE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,0,What is your position?,PhD student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,0,Are you member of any research institute affiliated with RSM or ESE?,ERIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,1,What is your experience with open science practices?,I have some experience with open science practices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,2,"In your opinion, how important for your field is it that researchers preregister their studies?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,2,What is your experience with study preregistration?,"I am aware of study preregistration, but have not used it in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,2,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would apply to you?,It might delay data collection,Preregistration might lead to other people taking my research idea and implementing my plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,3,"In your opinion, how important for your field is it that materials and/or code are openly available?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,3,What is your experience with using open materials and/or code?,"I have some experience with open materials and/or code, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,3,What is your experience with sharing open materials and/or code?,I regularly share open materials and/or code,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,3,The following are possible concerns that researchers could have about making their materials and/or code openly available. Which of these concerns would apply to you?,I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,4,"In your opinion, how important for your field is it that data from published research are openly available?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,4,What is your experience with using open data?,"I have some experience using open data, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,4,What is your experience with sharing open data?,"I am aware of open data, but have not shared my data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,4,The following are possible concerns that researchers could have about making their data openly available. Which of these concerns would apply to you?,There could be issues related to ethics,There could be issues related to privacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,5,"In your opinion, how important is pre-publication archiving for your field?",Slightly important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,5,What is your experience with pre-publication archiving?,I am aware of pre-publication archiving but have not used it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,5,The following are possible concerns that researchers could have about uploading a manuscript to a pre-publication archive before submitting it for peer review. Which of these concerns would apply to you?,Some journals might not publish findings that are uploaded to a pre-publication archive,Non-peer-reviewed findings might add noise to the literature,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,6,Approximately what proportion of your publications from the last 5 years are open access?,Most,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,6,Many open access journals charge a fee for processing the article for publication. How have you managed payment of these fees?,My open access publications did not involve fees,"It was paid under the ""blanket agreement"" between VSNU and selected academic publishers",I paid the fees from my own research fund,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Open Science Framework],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [GitHub],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR data repository/Figshare],I use this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [4TU Center for Research Data],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR SurfDrive],I use this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR Dropbox (not personal)],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [FAIR data principles],I use this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR RePub],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Zenodo],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 2],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,1,During March 2021 ERIM launched an ORCID campaign. Did you participate in it and got your own ORCID iD?,"No, I did not participate since I already had an ORCID iD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,7,The following are possible barriers to the uptake of open science practices. Please place a tick beside any statement that you agree is a barrier in your field.,Lack of credit in my institution for engaging in open science,Lack of recognition in my field about the value of open science practices,Lack of time to engage in open science practices,PhD students are discouraged from engaging in open science practices by thesis supervisors,The open science community is intimidating,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,1,Are you sharing your knowledge about open science practices with others?,I share my knowledge with my colleagues informally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,9,Do you expect that ERIM supports you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,TRUE,9,Which of the following open science practices would you like ERIM to provide information or support for?,Preregistration,Open Materials and/or Code,Open Data,Open access publishing,Open access archiving in a repository,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,0,Which faculty are you from?,Rotterdam School of Management (RSM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,0,Which department are you affiliated to? [RSM],Marketing management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,0,Which department are you affiliated to? [ESE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,0,What is your position?,PhD student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,0,Are you member of any research institute affiliated with RSM or ESE?,ERIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,1,What is your experience with open science practices?,I have some experience with open science practices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,2,"In your opinion, how important for your field is it that researchers preregister their studies?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,2,What is your experience with study preregistration?,"I am aware of study preregistration, but have not used it in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,2,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would apply to you?,I need to look at my data before I can decide how to best analyse it,Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,3,"In your opinion, how important for your field is it that materials and/or code are openly available?",Very important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,3,What is your experience with using open materials and/or code?,"I have some experience with open materials and/or code, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,3,What is your experience with sharing open materials and/or code?,"I am aware of open materials and/or code, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,3,The following are possible concerns that researchers could have about making their materials and/or code openly available. Which of these concerns would apply to you?,I might lose control over how my materials and/or code are being used,I do not share any of these concerns,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,4,"In your opinion, how important for your field is it that data from published research are openly available?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,4,What is your experience with using open data?,"I have some experience using open data, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,4,What is your experience with sharing open data?,"I am aware of open data, but have not shared my data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,4,The following are possible concerns that researchers could have about making their data openly available. Which of these concerns would apply to you?,There could be issues related to intellectual property,There could be issues related to privacy,I might not receive appropriate credit for my data collection,I might lose control over how my data are being used,It devalues research data collection,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,5,"In your opinion, how important is pre-publication archiving for your field?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,5,What is your experience with pre-publication archiving?,I am aware of pre-publication archiving but have not used it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,5,The following are possible concerns that researchers could have about uploading a manuscript to a pre-publication archive before submitting it for peer review. Which of these concerns would apply to you?,Other people might copy my research and publish it before I do,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,6,Approximately what proportion of your publications from the last 5 years are open access?,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,6,Many open access journals charge a fee for processing the article for publication. How have you managed payment of these fees?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Open Science Framework],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [GitHub],I use this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR data repository/Figshare],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [4TU Center for Research Data],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR SurfDrive],I use this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR Dropbox (not personal)],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [FAIR data principles],I use this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR RePub],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Zenodo],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 2],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,1,During March 2021 ERIM launched an ORCID campaign. Did you participate in it and got your own ORCID iD?,"No, I did not participate since I already had an ORCID iD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,7,The following are possible barriers to the uptake of open science practices. Please place a tick beside any statement that you agree is a barrier in your field.,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,1,Are you sharing your knowledge about open science practices with others?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,9,Do you expect that ERIM supports you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,TRUE,9,Which of the following open science practices would you like ERIM to provide information or support for?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,0,Which faculty are you from?,Rotterdam School of Management (RSM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,0,Which department are you affiliated to? [RSM],Strategic management & entrepreneurship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,0,Which department are you affiliated to? [ESE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,0,What is your position?,PhD student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,0,Are you member of any research institute affiliated with RSM or ESE?,ERIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,1,What is your experience with open science practices?,"I am aware, but have not used open science practices in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,2,"In your opinion, how important for your field is it that researchers preregister their studies?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,2,What is your experience with study preregistration?,"I am aware of study preregistration, but have not used it in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,2,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would apply to you?,I need to look at my data before I can decide how to best analyse it,Preregistration might lead to other people taking my research idea and implementing my plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,3,"In your opinion, how important for your field is it that materials and/or code are openly available?",Very important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,3,What is your experience with using open materials and/or code?,"I am aware of open materials and/or code, but have not used it in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,3,What is your experience with sharing open materials and/or code?,"I am aware of open materials and/or code, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,3,The following are possible concerns that researchers could have about making their materials and/or code openly available. Which of these concerns would apply to you?,I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,4,"In your opinion, how important for your field is it that data from published research are openly available?",Very important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,4,What is your experience with using open data?,"I am aware of open data, but have not used this in my research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,4,What is your experience with sharing open data?,"I am aware of open data, but have not shared my data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,4,The following are possible concerns that researchers could have about making their data openly available. Which of these concerns would apply to you?,I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,5,"In your opinion, how important is pre-publication archiving for your field?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,5,What is your experience with pre-publication archiving?,I am aware of pre-publication archiving but have not used it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,5,The following are possible concerns that researchers could have about uploading a manuscript to a pre-publication archive before submitting it for peer review. Which of these concerns would apply to you?,Non-peer-reviewed findings might add noise to the literature,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,6,Approximately what proportion of your publications from the last 5 years are open access?,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,6,Many open access journals charge a fee for processing the article for publication. How have you managed payment of these fees?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Open Science Framework],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [GitHub],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR data repository/Figshare],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [4TU Center for Research Data],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR SurfDrive],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR Dropbox (not personal)],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [FAIR data principles],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [EUR RePub],"I am aware of it, but don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Zenodo],I am unaware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,8,Please indicate your awareness of each of the open science resources listed below [Other 2],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,1,During March 2021 ERIM launched an ORCID campaign. Did you participate in it and got your own ORCID iD?,"Yes, I participated and got an ORCID iD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,7,The following are possible barriers to the uptake of open science practices. Please place a tick beside any statement that you agree is a barrier in your field.,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,TRUE,1,Are you sharing your knowledge about open science practices with others?,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
